,acc,uar,epoch,dataset,snr
fold1,0.48622754491017967,0.4423686763409169,170,msp-improv,9.689007567078475
fold2,0.4809483488569009,0.4559110262970844,177,msp-improv,9.387307442291648
fold3,0.46503496503496505,0.39896727700673135,161,msp-improv,9.189294048858246
fold4,0.5292841648590022,0.48894363212545033,182,msp-improv,9.01461536933366
fold5,0.4672897196261682,0.39571669422220646,169,msp-improv,9.019263143245553
average,0.48575694865744323,0.43638146119847787,169,msp-improv,9.259897514161517
