,acc,uar
fold1,0.465625,0.4635865248093871
fold2,0.5675,0.5683114803322991
fold3,0.419375,0.41961891606402857
fold4,0.475625,0.47545342010990865
fold5,0.553125,0.5538027306143882
average,0.49625,0.4961546143860023
