,acc,rec,epoch,dataset
fold1,0.5943952802359882,0.5139206279817812,164,iemocap_msp-improv
fold1,0.6429942418426103,0.5964708374344205,164,iemocap
fold1,0.5640718562874252,0.44341120985205584,164,msp-improv
fold2,0.5821157218001168,0.5045087331643932,187,iemocap_msp-improv
fold2,0.6849056603773584,0.6102327506980436,187,iemocap
fold2,0.5359864521591872,0.4478230959799269,187,msp-improv
fold3,0.5404503753127606,0.4852995278455529,195,iemocap_msp-improv
fold3,0.5917065390749602,0.5470034145767102,195,iemocap
fold3,0.48426573426573427,0.3903482865611655,195,msp-improv
fold4,0.5673076923076923,0.5066381480357793,173,iemocap_msp-improv
fold4,0.5711610486891385,0.5463754157719675,173,iemocap
fold4,0.5650759219088937,0.4809599491417673,173,msp-improv
fold5,0.5480288728484175,0.4749711367616969,191,iemocap_msp-improv
fold5,0.5991792065663475,0.5139150985252273,191,iemocap
fold5,0.5130841121495328,0.4405737560135105,191,msp-improv
average,0.5664595885009951,0.49706763475784077,191,iemocap_msp-improv
average,0.617989339310083,0.5627995034012738,191,iemocap
average,0.5324968153541547,0.4406232595096852,191,msp-improv
