,acc,uar,epoch,dataset
fold1,0.6238938053097345,0.5735525696965296,190,iemocap_msp-improv
fold1,0.6737044145873321,0.6626302780107207,190,iemocap
fold1,0.592814371257485,0.5011647675229962,190,msp-improv
fold2,0.5902980713033313,0.49796238925019065,104,iemocap_msp-improv
fold2,0.7075471698113207,0.6559388825158965,104,iemocap
fold2,0.5376799322607959,0.43222108364575385,104,msp-improv
fold3,0.5796497080900751,0.5240454343823866,199,iemocap_msp-improv
fold3,0.6028708133971292,0.5589161662545626,199,iemocap
fold3,0.5541958041958042,0.47189438465082445,199,msp-improv
fold4,0.6037087912087912,0.5681099880600426,141,iemocap_msp-improv
fold4,0.5917602996254682,0.5779027432763065,141,iemocap
fold4,0.6106290672451193,0.5615172706081797,141,msp-improv
fold5,0.5652415324819545,0.5096595916921771,163,iemocap_msp-improv
fold5,0.6429548563611491,0.6044629177191603,163,iemocap
fold5,0.5121495327102804,0.4540538553303046,163,msp-improv
average,0.5925583816787773,0.5346659946162653,163,iemocap_msp-improv
average,0.6437675107564799,0.6119701975553294,163,iemocap
average,0.561493741533897,0.4841702723516118,163,msp-improv
