,acc,uar,epoch,dataset
fold1,0.6908150064683053,0.6681443188204519,125,iemocap_crema-d
fold1,0.6487523992322457,0.6638822792401196,125,iemocap
fold1,0.7121951219512195,0.6441437525593253,125,crema-d
fold2,0.6840677966101695,0.6572920480420138,100,iemocap_crema-d
fold2,0.6471698113207547,0.5755858796666937,100,iemocap
fold2,0.7047619047619048,0.6400777411441683,100,crema-d
fold3,0.6775850995504175,0.6485224196973635,151,iemocap_crema-d
fold3,0.5629984051036683,0.5654226832079181,151,iemocap
fold3,0.7548387096774194,0.6478691390921933,151,crema-d
fold4,0.6635071090047393,0.6174157212016997,123,iemocap_crema-d
fold4,0.5711610486891385,0.5518192801238778,123,iemocap
fold4,0.7158006362672322,0.6271001326707473,123,crema-d
fold5,0.6838671411625148,0.6578165641391778,190,iemocap_crema-d
fold5,0.6265389876880985,0.5746913137485729,190,iemocap
fold5,0.7277486910994765,0.6575110023294488,190,crema-d
average,0.6799684305592292,0.6498382143801413,190,iemocap_crema-d
average,0.6113241304067811,0.5862802871974364,190,iemocap
average,0.7230690127514505,0.6433403535591766,190,crema-d
