,acc,uar,epoch,dataset
fold1,0.6448900388098319,0.6345544318221097,136,iemocap_crema-d
fold1,0.5950095969289827,0.6279872184327558,136,iemocap
fold1,0.6702439024390244,0.6079744543631309,136,crema-d
fold2,0.6901694915254237,0.6785136708018203,196,iemocap_crema-d
fold2,0.6773584905660377,0.6817684249545422,196,iemocap
fold2,0.6973544973544974,0.645956725493301,196,crema-d
fold3,0.6602440590879898,0.6391755406764754,113,iemocap_crema-d
fold3,0.5757575757575758,0.5697252461028512,113,iemocap
fold3,0.7172043010752688,0.6400866410448541,113,crema-d
fold4,0.6919431279620853,0.6721920114492335,194,iemocap_crema-d
fold4,0.6235955056179775,0.6465645306162547,194,iemocap
fold4,0.7306468716861082,0.6640398470315186,194,crema-d
fold5,0.6198102016607354,0.5897881456787559,199,iemocap_crema-d
fold5,0.5294117647058824,0.5323085694172489,199,iemocap
fold5,0.6890052356020943,0.6078404824673491,199,crema-d
average,0.6614113838092133,0.642844760085679,199,iemocap_crema-d
average,0.6002265867152912,0.6116707979047307,199,iemocap
average,0.7008909616313986,0.6331796300800308,199,crema-d
