,acc,uar,epoch,dataset
fold1,0.5781710914454278,0.5173851789273363,115,iemocap_msp-improv
fold1,0.6449136276391555,0.6238283240218001,115,iemocap
fold1,0.5365269461077844,0.43577670585271383,115,msp-improv
fold2,0.5832846288720047,0.5089167625078831,67,iemocap_msp-improv
fold2,0.7188679245283018,0.6971782857406063,67,iemocap
fold2,0.5224386113463166,0.44551306523430884,67,msp-improv
fold3,0.5779816513761468,0.5281261002526844,128,iemocap_msp-improv
fold3,0.6108452950558214,0.573716144132958,128,iemocap
fold3,0.541958041958042,0.45279207725628295,128,msp-improv
fold4,0.5652472527472527,0.5150979058150732,65,iemocap_msp-improv
fold4,0.5898876404494382,0.5762667302897188,65,iemocap
fold4,0.5509761388286334,0.4765416401780038,65,msp-improv
fold5,0.558023320377568,0.4676571086975904,91,iemocap_msp-improv
fold5,0.6060191518467852,0.5348468289133534,91,iemocap
fold5,0.525233644859813,0.4367628114101865,91,msp-improv
average,0.57254158896368,0.5074366112401134,91,iemocap_msp-improv
average,0.6341067279039005,0.6011672626196873,91,iemocap
average,0.5354266766201179,0.4494772599862992,91,msp-improv
