,acc,uar,attack_success_rate
fold1,0.8375,0.8362499999999999,0.8374999999999999
fold2,0.8671232876712329,0.8675187969924811,0.8671232876712328
fold3,0.8616438356164383,0.8597744360902255,0.8616438356164383
fold4,0.8424657534246576,0.8423048048048049,0.8424657534246575
fold5,0.8767123287671232,0.8759426847662142,0.8767123287671232
average,0.8570890410958902,0.8563581445307452,0.8570890410958902
