,acc,uar
fold1,0.8666666666666667,0.8606060003183192
fold2,0.9066666666666666,0.915173943743083
fold3,0.862,0.8632172131147541
fold4,0.895,0.8964367931138024
fold5,0.887,0.8874987498749876
average,0.8834666666666667,0.8845865400329893
