,acc,uar,epoch,dataset
fold1,0.5892215568862276,0.4623150679826159,176,msp-improv
fold2,0.5766299745977985,0.45990890812244706,176,msp-improv
fold3,0.5454545454545454,0.43866665531074905,189,msp-improv
fold4,0.5542299349240781,0.5038514515787242,192,msp-improv
fold5,0.4822429906542056,0.3847355049984629,147,msp-improv
average,0.549555800503371,0.4498955175985998,147,msp-improv
