,acc,uar
fold1,0.8033333333333333,0.7975353527237666
fold2,0.8211111111111111,0.8261346906576759
fold3,0.808,0.8081235184829265
fold4,0.821,0.8210169057377049
fold5,0.855,0.8550391256340912
average,0.8216888888888889,0.8215699186472332
