,acc,uar
fold1,0.84125,0.8424967496749675
fold2,0.82,0.825473705288979
fold3,0.8175,0.8231458536707467
fold4,0.7725,0.7702358030556875
fold5,0.835,0.8304172611449026
average,0.8172499999999999,0.8183538745670568
