,acc,uar
fold1,0.7094444444444444,0.7260382935993049
fold2,0.7622222222222222,0.7399223218484973
fold3,0.701,0.7026702670267027
fold4,0.705,0.7066232364821551
fold5,0.741,0.74243713740813
average,0.7237333333333333,0.723538251272958
