,acc,uar,epoch,dataset,snr
fold1,0.5317365269461077,0.4599889168626776,178,msp-improv,21.28995924260676
fold2,0.5317527519051651,0.509794645669755,187,msp-improv,20.319209977559538
fold3,0.5227272727272727,0.443573614458667,175,msp-improv,20.875953675321867
fold4,0.5683297180043384,0.5174401356219539,155,msp-improv,20.121178146788406
fold5,0.49439252336448597,0.43208245897790787,163,msp-improv,19.924514062613962
average,0.5297877585894739,0.47257595431819227,163,msp-improv,20.506163020978107
