,acc,uar,epoch,dataset,snr
fold1,0.6026871401151631,0.5895777654646814,199,iemocap,18.86576729315067
fold2,0.6792452830188679,0.7296843943086132,183,iemocap,18.791055767052846
fold3,0.5534290271132376,0.5262478190595463,175,iemocap,18.450066349259824
fold4,0.602996254681648,0.5948701575138357,175,iemocap,18.81261591798479
fold5,0.5882352941176471,0.5651908094390184,194,iemocap,18.191480301347315
average,0.6053185998093127,0.601114189157139,194,iemocap,18.62219712575909
