,acc,uar,epoch,dataset
fold1,0.646236559139785,0.5511428517641561,189,msp-improv_crema-d
fold1,0.5976047904191617,0.4736331176351004,189,msp-improv
fold1,0.6858536585365854,0.5822869022697966,189,crema-d
fold2,0.58137347130762,0.4822915960827293,149,msp-improv_crema-d
fold2,0.5139712108382727,0.37282145115613613,149,msp-improv
fold2,0.6656084656084656,0.5760666382029104,149,crema-d
fold3,0.62982689747004,0.5424385650287209,187,msp-improv_crema-d
fold3,0.4737762237762238,0.38850524885008186,187,msp-improv
fold3,0.7258064516129032,0.6075698475110094,187,crema-d
fold4,0.6010723860589813,0.4964962955423835,130,msp-improv_crema-d
fold4,0.5010845986984815,0.4022727272727273,130,msp-improv
fold4,0.6988335100742312,0.5746909824692013,130,crema-d
fold5,0.5328395061728395,0.4602807493197938,97,msp-improv_crema-d
fold5,0.4224299065420561,0.3328627733847101,97,msp-improv
fold5,0.6565445026178011,0.5597662415313663,97,crema-d
average,0.5982697640298532,0.5065300115475567,97,msp-improv_crema-d
average,0.5017733460548393,0.3940190636597512,97,msp-improv
average,0.6865293176899974,0.5800761223968568,97,crema-d
