,acc,uar,epoch,dataset
fold1,0.605457227138643,0.5737859521521501,198,iemocap_msp-improv
fold1,0.6660268714011516,0.6678017468692646,198,iemocap
fold1,0.5676646706586826,0.4976008606213497,198,msp-improv
fold2,0.570426651081239,0.509755044607122,161,iemocap_msp-improv
fold2,0.6811320754716981,0.6475378468010624,161,iemocap
fold2,0.5207451312447079,0.4534914979676933,161,msp-improv
fold3,0.5813177648040033,0.5259767113438688,166,iemocap_msp-improv
fold3,0.6076555023923444,0.5640633641251798,166,iemocap
fold3,0.5524475524475524,0.4747367093552522,166,msp-improv
fold4,0.5837912087912088,0.5431107485466332,119,iemocap_msp-improv
fold4,0.5936329588014981,0.589202793800495,119,iemocap
fold4,0.5780911062906724,0.5174348378893834,119,msp-improv
fold5,0.558023320377568,0.46745772261745455,81,iemocap_msp-improv
fold5,0.6196990424076607,0.4983991129475932,81,iemocap
fold5,0.5158878504672897,0.43566114599323635,81,msp-improv
average,0.5798032344385324,0.5240172358534456,81,iemocap_msp-improv
average,0.6336292900948706,0.593400972908719,81,iemocap
average,0.5469672622217809,0.475785010365383,81,msp-improv
