,acc,uar,epoch,dataset
fold1,0.6694695989650712,0.6610079912383374,181,iemocap_crema-d
fold1,0.5930902111324377,0.6444628304936781,181,iemocap
fold1,0.7082926829268292,0.6471414475476142,181,crema-d
fold2,0.6772881355932203,0.6581605402688865,193,iemocap_crema-d
fold2,0.6094339622641509,0.6117371802323669,193,iemocap
fold2,0.7153439153439154,0.6523715369404096,193,crema-d
fold3,0.6814386640976237,0.6639127145041004,197,iemocap_crema-d
fold3,0.5789473684210527,0.5760049274090249,197,iemocap
fold3,0.7505376344086021,0.6727622373032058,197,crema-d
fold4,0.6641841570751523,0.6230765737569764,108,iemocap_crema-d
fold4,0.5692883895131086,0.5612473626841443,108,iemocap
fold4,0.7179215270413574,0.6338602512115245,108,crema-d
fold5,0.6536180308422301,0.6198996843666174,79,iemocap_crema-d
fold5,0.5786593707250342,0.5374529335731146,79,iemocap
fold5,0.7109947643979058,0.6211917691641393,79,crema-d
average,0.6691997173146594,0.6452115008269836,79,iemocap_crema-d
average,0.5858838604111568,0.5861810468784657,79,iemocap
average,0.7206181048237219,0.6454654484333787,79,crema-d
