,acc,uar
fold1,0.899375,0.8993224989414046
fold2,0.814375,0.8137923807021166
fold3,0.846875,0.8471229344896285
fold4,0.85125,0.8504644384261193
fold5,0.8475,0.8482158485659272
average,0.8518749999999999,0.8517836202250393
