,acc,uar
fold1,0.46444444444444444,0.48388400424587663
fold2,0.5538888888888889,0.5260372795441698
fold3,0.5065,0.5054060864973839
fold4,0.4695,0.4817737381876565
fold5,0.5205,0.5170199187565206
average,0.5029666666666667,0.5028242054463214
