,acc,uar
fold1,0.6475,0.6478841536614646
fold2,0.538125,0.5380075974566803
fold3,0.54875,0.5492132598031938
fold4,0.550625,0.5520821114369502
fold5,0.559375,0.5595653512397663
average,0.568875,0.569350494719611
