,acc,rec,epoch,dataset
fold1,0.7064516129032258,0.6386366963041124,99,msp-improv_crema-d
fold1,0.6407185628742516,0.5678138872950506,99,msp-improv
fold1,0.76,0.6766571010688952,99,crema-d
fold2,0.6420507996237065,0.623091268073154,98,msp-improv_crema-d
fold2,0.5563082133784928,0.5386670686138137,98,msp-improv
fold2,0.7492063492063492,0.708790438697125,98,crema-d
fold3,0.7190412782956058,0.6607793639375384,99,msp-improv_crema-d
fold3,0.5751748251748252,0.5170082758345846,99,msp-improv
fold3,0.8075268817204301,0.7200932606799492,99,crema-d
fold4,0.6847184986595174,0.6259443560851534,87,msp-improv_crema-d
fold4,0.6019522776572668,0.5442201737656284,87,msp-improv
fold4,0.7656415694591728,0.6929544519014179,87,crema-d
fold5,0.6355555555555555,0.596816686653513,83,msp-improv_crema-d
fold5,0.5130841121495328,0.46394880618129625,83,msp-improv
fold5,0.7727748691099476,0.7061649396330925,83,crema-d
average,0.6775635490075221,0.6290536742106942,83,msp-improv_crema-d
average,0.5774475982468739,0.5263316423380747,83,msp-improv
average,0.77102993389918,0.700932038396096,83,crema-d
