,acc,rec,epoch,dataset
fold1,0.6452802359882006,0.6213804011518204,91,iemocap_msp-improv
fold1,0.6621880998080614,0.6697844518300543,91,iemocap
fold1,0.6347305389221557,0.5729118315040324,91,msp-improv
fold2,0.6107539450613676,0.5631790127564444,74,iemocap_msp-improv
fold2,0.6867924528301886,0.7259847899946701,74,iemocap
fold2,0.5766299745977985,0.5193114713211212,74,msp-improv
fold3,0.585487906588824,0.5270555863568659,77,iemocap_msp-improv
fold3,0.6156299840510366,0.5739558245828115,77,iemocap
fold3,0.5524475524475524,0.45676520582948854,77,msp-improv
fold4,0.6222527472527473,0.5656772091403177,89,iemocap_msp-improv
fold4,0.6104868913857678,0.5918974171847735,89,iemocap
fold4,0.6290672451193059,0.5492901038355583,89,msp-improv
fold5,0.5735702387562466,0.49727481969927223,61,iemocap_msp-improv
fold5,0.6580027359781122,0.6151429665824673,61,iemocap
fold5,0.5158878504672897,0.4383161316038558,61,msp-improv
average,0.6074690147294772,0.5549134058209442,61,iemocap_msp-improv
average,0.6466200328106334,0.6353530900349552,61,iemocap
average,0.5817526323108204,0.5073189488188112,61,msp-improv
