,acc,uar
fold1,0.9177777777777778,0.9178450907922224
fold2,0.9488888888888889,0.949262497348117
fold3,0.9295,0.9294651751743341
fold4,0.919,0.919047976199405
fold5,0.946,0.9462163852407754
average,0.9322333333333332,0.9323674249509708
