,acc,uar
fold1,0.8378571428571429,0.8342760228425757
fold2,0.8614285714285714,0.8614553191663646
fold3,0.8471428571428572,0.8451808608058609
fold4,0.8528571428571429,0.852626764991711
fold5,0.8628571428571429,0.8615089845165969
average,0.8524285714285714,0.8510095904646218
