,acc,uar,epoch,dataset,snr
fold1,0.6698656429942419,0.6786429793264742,170,iemocap,16.386346990833093
fold2,0.7264150943396226,0.6970978873347561,176,iemocap,16.366945356406653
fold3,0.6491228070175439,0.6128131366651325,166,iemocap,16.067005025585537
fold4,0.552434456928839,0.5273078560434883,154,iemocap,16.34781485293953
fold5,0.6046511627906976,0.58773030382802,196,iemocap,15.817070792252734
average,0.640497832814189,0.6207184326395743,196,iemocap,16.19703660360351
