,acc,uar,epoch,dataset,snr
fold1,0.7307317073170732,0.6802615951513614,192,crema-d,20.57748179365386
fold2,0.7174603174603175,0.6672408695430703,196,crema-d,20.693747800478185
fold3,0.7612903225806451,0.6483263229807451,158,crema-d,20.687324232100973
fold4,0.7380699893955461,0.6535511397636528,160,crema-d,20.659451431641546
fold5,0.7340314136125654,0.6715243530499624,174,crema-d,20.63244182249725
average,0.7363167500732295,0.6641808560977585,174,crema-d,20.65008941607436
