,acc,uar
fold1,0.5935714285714285,0.6105066913436668
fold2,0.5692857142857143,0.5770358868184955
fold3,0.64,0.6415844656388816
fold4,0.5907142857142857,0.5895259789033669
fold5,0.5692857142857143,0.5807165861513688
average,0.5925714285714286,0.599873921771156
