,acc,rec,epoch,dataset
fold1,0.6236559139784946,0.6021374309746855,29,msp-improv_crema-d
fold1,0.5401197604790419,0.5289736242313903,29,msp-improv
fold1,0.6917073170731707,0.654416294432817,29,crema-d
fold2,0.59689557855127,0.5612885358066952,99,msp-improv_crema-d
fold2,0.5325994919559696,0.5053673789671027,99,msp-improv
fold2,0.6772486772486772,0.6115518146717398,99,crema-d
fold3,0.6338215712383488,0.6365088654131997,93,msp-improv_crema-d
fold3,0.5122377622377622,0.5148405374052272,93,msp-improv
fold3,0.7086021505376344,0.7026401272528462,93,crema-d
fold4,0.6337801608579089,0.619016127917041,87,msp-improv_crema-d
fold4,0.5563991323210412,0.5541163382072474,87,msp-improv
fold4,0.7094379639448568,0.6718765965710856,87,crema-d
fold5,0.5649382716049383,0.5434693869487723,44,msp-improv_crema-d
fold5,0.4523364485981308,0.42248266482038527,44,msp-improv
fold5,0.6910994764397905,0.6319520974407521,44,crema-d
average,0.6106182992461922,0.5924840694120789,44,msp-improv_crema-d
average,0.5187385191183891,0.5051561087262706,44,msp-improv
average,0.695619117048826,0.6544873860738482,44,crema-d
