,acc,uar,epoch,dataset
fold1,0.6559139784946236,0.5803562212414399,166,msp-improv_crema-d
fold1,0.5964071856287425,0.5164534004586879,166,msp-improv
fold1,0.704390243902439,0.6123080958771441,166,crema-d
fold2,0.6067732831608654,0.5633724978295166,188,msp-improv_crema-d
fold2,0.5114309906858594,0.44274412385100737,188,msp-improv
fold2,0.725925925925926,0.678669040591928,188,crema-d
fold3,0.6824234354194407,0.623105060161478,165,msp-improv_crema-d
fold3,0.5769230769230769,0.5075127336220664,165,msp-improv
fold3,0.7473118279569892,0.6687419994153746,165,crema-d
fold4,0.6611260053619303,0.6017323312344948,187,msp-improv_crema-d
fold4,0.5856832971800434,0.5367185844458572,187,msp-improv
fold4,0.7348886532343585,0.6458037776132285,187,crema-d
fold5,0.6074074074074074,0.5679227328706085,173,msp-improv_crema-d
fold5,0.47289719626168225,0.43369986037397257,173,msp-improv
fold5,0.7581151832460733,0.686043679423088,173,crema-d
average,0.6427288219688535,0.5872977686675076,173,msp-improv_crema-d
average,0.5486683493358809,0.4874257405503183,173,msp-improv
average,0.7341263668531571,0.6583133185841525,173,crema-d
