,acc,uar,epoch,dataset
fold1,0.6694695989650712,0.6544783965883157,140,iemocap_crema-d
fold1,0.6046065259117083,0.6481138412915499,140,iemocap
fold1,0.7024390243902439,0.6357150086084865,140,crema-d
fold2,0.6833898305084746,0.6654038431906328,193,iemocap_crema-d
fold2,0.6132075471698113,0.6344644529596396,193,iemocap
fold2,0.7227513227513227,0.662518127823075,193,crema-d
fold3,0.6801541425818882,0.6515100722674649,193,iemocap_crema-d
fold3,0.5534290271132376,0.5564179413349318,193,iemocap
fold3,0.7655913978494624,0.6724124991273891,193,crema-d
fold4,0.6790792146242384,0.6433478242907993,164,iemocap_crema-d
fold4,0.5749063670411985,0.5787548126628586,164,iemocap
fold4,0.7380699893955461,0.65581395986744,164,crema-d
fold5,0.6880189798339265,0.672935868407301,150,iemocap_crema-d
fold5,0.5978112175102599,0.564426469892276,150,iemocap
fold5,0.7570680628272252,0.6961710440590138,150,crema-d
average,0.6800223533027197,0.6575352009489028,150,iemocap_crema-d
average,0.5887921369492432,0.5964355036282512,150,iemocap
average,0.73718395944276,0.6645261278970809,150,crema-d
