,acc,rec,epoch,dataset
fold1,0.7134540750323415,0.7249844447006963,89,iemocap_crema-d
fold1,0.6698656429942419,0.7095176750536218,89,iemocap
fold1,0.735609756097561,0.714521672425436,89,crema-d
fold2,0.6894915254237288,0.7127153942407063,38,iemocap_crema-d
fold2,0.6584905660377358,0.6195115832487054,38,iemocap
fold2,0.7068783068783069,0.7086846131826734,38,crema-d
fold3,0.6929993577392421,0.6810400066290889,92,iemocap_crema-d
fold3,0.6044657097288676,0.5965222696766321,92,iemocap
fold3,0.7526881720430108,0.6973448595569071,92,crema-d
fold4,0.6614759647935003,0.6893361419401004,85,iemocap_crema-d
fold4,0.601123595505618,0.6268923764613419,85,iemocap
fold4,0.6956521739130435,0.7096546716539601,85,crema-d
fold5,0.6892052194543298,0.6959780966820939,57,iemocap_crema-d
fold5,0.615595075239398,0.5899582872405246,57,iemocap
fold5,0.7455497382198953,0.7150922783686686,57,crema-d
average,0.6893252284886285,0.7008108168385372,57,iemocap_crema-d
average,0.6299081179011723,0.6284804383361652,57,iemocap
average,0.7272756294303635,0.709059619037529,57,crema-d
