,acc,rec,epoch,dataset
fold1,0.660752688172043,0.6387097590255199,97,msp-improv_crema-d
fold1,0.5868263473053892,0.5554414374639094,97,msp-improv
fold1,0.7209756097560975,0.6830405730413632,97,crema-d
fold2,0.6020696142991533,0.5972554308703982,65,msp-improv_crema-d
fold2,0.514817950889077,0.5069458204643472,65,msp-improv
fold2,0.7111111111111111,0.6830270474664165,65,crema-d
fold3,0.6830892143808256,0.6288218561111452,78,msp-improv_crema-d
fold3,0.5611888111888111,0.5235116421321996,78,msp-improv
fold3,0.7580645161290323,0.674639357782904,78,crema-d
fold4,0.6482573726541555,0.5847259458872867,92,msp-improv_crema-d
fold4,0.56941431670282,0.525206611570248,92,msp-improv
fold4,0.7253446447507953,0.6286347080486552,92,crema-d
fold5,0.6118518518518519,0.5816661449370688,83,msp-improv_crema-d
fold5,0.49252336448598133,0.4457494023005455,83,msp-improv
fold5,0.7455497382198953,0.7000227566122067,83,crema-d
average,0.6412041482716059,0.6062358273662838,83,msp-improv_crema-d
average,0.5449541581144157,0.5113709827862499,83,msp-improv
average,0.7322091239933862,0.6738728885903091,83,crema-d
