,acc,rec,epoch,dataset
fold1,0.6224188790560472,0.6467368691446489,70,iemocap_msp-improv
fold1,0.6679462571976967,0.7091016760254066,70,iemocap
fold1,0.5940119760479042,0.5936489338670435,70,msp-improv
fold2,0.6271186440677966,0.5929084366682935,69,iemocap_msp-improv
fold2,0.7037735849056603,0.6850914091819343,69,iemocap
fold2,0.5927180355630821,0.5493404203265063,69,msp-improv
fold3,0.5879899916597164,0.5484451367782818,27,iemocap_msp-improv
fold3,0.6251993620414673,0.5825811095768707,27,iemocap
fold3,0.5472027972027972,0.49798812829065786,27,msp-improv
fold4,0.5995879120879121,0.5639130255217815,25,iemocap_msp-improv
fold4,0.6067415730337079,0.6061757633596714,25,iemocap
fold4,0.5954446854663774,0.5376721763085399,25,msp-improv
fold5,0.5763464741810106,0.5488179825655298,44,iemocap_msp-improv
fold5,0.6224350205198358,0.619601817289092,44,iemocap
fold5,0.5448598130841121,0.5071048393335984,44,msp-improv
average,0.6026923802104965,0.5801642901357071,44,iemocap_msp-improv
average,0.6452191595396737,0.640510355086595,44,iemocap
average,0.5748474614728546,0.5371508996252692,44,msp-improv
