,acc,uar
fold1,0.7677777777777778,0.77275
fold2,0.7688888888888888,0.7715000000000001
fold3,0.7,0.7
fold4,0.654,0.6539999999999999
fold5,0.792,0.792
average,0.7365333333333333,0.73805
