,acc,rec,epoch,dataset
fold1,0.7399741267787839,0.7307865025186725,156,iemocap_crema-d
fold1,0.690978886756238,0.7146926001213214,156,iemocap
fold1,0.7648780487804878,0.7153661104020437,156,crema-d
fold2,0.6922033898305084,0.6828816960696772,60,iemocap_crema-d
fold2,0.6283018867924528,0.6667621683332712,60,iemocap
fold2,0.728042328042328,0.6856598451468303,60,crema-d
fold3,0.7231856133590238,0.7088692507355381,175,iemocap_crema-d
fold3,0.594896331738437,0.5823606963310248,175,iemocap
fold3,0.8096774193548387,0.7468592622039327,175,crema-d
fold4,0.7034529451591063,0.6933939890070923,131,iemocap_crema-d
fold4,0.6404494382022472,0.6429314087360064,131,iemocap
fold4,0.7391304347826086,0.7040842265166862,131,crema-d
fold5,0.7212336892052195,0.7315246149774868,178,iemocap_crema-d
fold5,0.625170998632011,0.6126801686553125,178,iemocap
fold5,0.7947643979057591,0.7797704096028385,178,crema-d
average,0.7160099528665284,0.7094912106616933,178,iemocap_crema-d
average,0.6359595084242773,0.6438854084353872,178,iemocap
average,0.7672985257732046,0.7263479707744662,178,crema-d
