,acc,rec,epoch,dataset
fold1,0.6519174041297935,0.6306687054654386,129,iemocap_msp-improv
fold1,0.6871401151631478,0.706808354803979,129,iemocap
fold1,0.629940119760479,0.5652182509419786,129,msp-improv
fold2,0.6101694915254238,0.5879167504766363,153,iemocap_msp-improv
fold2,0.7018867924528301,0.7404362581347044,153,iemocap
fold2,0.5690093141405589,0.5400649554995163,153,msp-improv
fold3,0.5888240200166805,0.5440402933644768,187,iemocap_msp-improv
fold3,0.6044657097288676,0.570668447099037,187,iemocap
fold3,0.5716783216783217,0.5071906320445063,187,msp-improv
fold4,0.6373626373626373,0.6061641861768368,152,iemocap_msp-improv
fold4,0.6273408239700374,0.634812218432908,152,iemocap
fold4,0.6431670281995662,0.5890495867768596,152,msp-improv
fold5,0.5774569683509162,0.54262663063697,147,iemocap_msp-improv
fold5,0.655266757865937,0.6572651633016451,147,iemocap
fold5,0.5242990654205607,0.4855366745841797,147,msp-improv
average,0.6131461042770903,0.5822833132240717,147,iemocap_msp-improv
average,0.655220039836164,0.6619980883544546,147,iemocap
average,0.5876187698398974,0.5374120199694081,147,msp-improv
