,acc,rec,epoch,dataset
fold1,0.578443113772455,0.47459416180500125,99,msp-improv
fold2,0.5495342929720576,0.47595218550574453,73,msp-improv
fold3,0.548951048951049,0.45147774171930466,88,msp-improv
fold4,0.5314533622559653,0.45607649925831745,79,msp-improv
fold5,0.5102803738317757,0.43916753555319543,93,msp-improv
average,0.5437324383566605,0.4594536247683127,93,msp-improv
