,acc,rec,epoch,dataset
fold1,0.646774193548387,0.6017266710289235,96,msp-improv_crema-d
fold1,0.5916167664670658,0.5325997715290511,96,msp-improv
fold1,0.6917073170731707,0.6353451900233424,96,crema-d
fold2,0.6072436500470367,0.5743886833938779,68,msp-improv_crema-d
fold2,0.5334462320067739,0.4980492811181354,68,msp-improv
fold2,0.6994708994708995,0.6440872290706263,68,crema-d
fold3,0.6138482023968043,0.6115063922614935,38,msp-improv_crema-d
fold3,0.5052447552447552,0.4888379715505697,38,msp-improv
fold3,0.6806451612903226,0.6766945023958658,38,crema-d
fold4,0.6310991957104558,0.6109106932160776,95,msp-improv_crema-d
fold4,0.5542299349240781,0.5532687009959737,95,msp-improv
fold4,0.7062566277836692,0.6469898498725916,95,crema-d
fold5,0.568395061728395,0.5632878115198863,83,msp-improv_crema-d
fold5,0.4635514018691589,0.41492462515231043,83,msp-improv
fold5,0.6858638743455497,0.6977080189782271,83,crema-d
average,0.6134720606862157,0.5923640502840517,83,msp-improv_crema-d
average,0.5296178181023665,0.4975360700692081,83,msp-improv
average,0.6927887759927224,0.6601649580681306,83,crema-d
