,acc,rec,epoch,dataset
fold1,0.5604790419161677,0.5157906645018343,72,msp-improv
fold2,0.502116850127011,0.46835348893153056,93,msp-improv
fold3,0.5104895104895105,0.48037312809281757,77,msp-improv
fold4,0.561822125813449,0.5291004450095359,25,msp-improv
fold5,0.48878504672897194,0.4199378839318326,89,msp-improv
average,0.5247385150150221,0.4827111220935102,89,msp-improv
