,acc,rec,epoch,dataset
fold1,0.5966076696165191,0.5355018117603456,74,iemocap_msp-improv
fold1,0.6295585412667947,0.5918790212150548,74,iemocap
fold1,0.5760479041916168,0.48071402417073267,74,msp-improv
fold2,0.5470485096434834,0.510683500256187,97,iemocap_msp-improv
fold2,0.6339622641509434,0.6601501808443203,97,iemocap
fold2,0.5080440304826418,0.46383543691575957,97,msp-improv
fold3,0.5587989991659716,0.514169249773921,83,iemocap_msp-improv
fold3,0.569377990430622,0.5313963549304418,83,iemocap
fold3,0.5472027972027972,0.4795211411369721,83,msp-improv
fold4,0.5638736263736264,0.5504102739506794,65,iemocap_msp-improv
fold4,0.5617977528089888,0.5607802478492133,65,iemocap
fold4,0.5650759219088937,0.5472557745285018,65,msp-improv
fold5,0.5391449194891726,0.4988131688896817,87,iemocap_msp-improv
fold5,0.5813953488372093,0.5669597750276557,87,iemocap
fold5,0.5102803738317757,0.46048133342598074,87,msp-improv
average,0.5610947448577546,0.5219156009261628,87,iemocap_msp-improv
average,0.5952183794989117,0.5822331159733372,87,iemocap
average,0.541330205523545,0.48636154203558934,87,msp-improv
