,acc,rec,epoch,dataset
fold1,0.5553097345132744,0.4583145224774338,81,iemocap_msp-improv
fold1,0.5988483685220729,0.5502102260293349,81,iemocap
fold1,0.5281437125748503,0.3779721783687414,81,msp-improv
fold2,0.5891291642314436,0.502792266747075,78,iemocap_msp-improv
fold2,0.6792452830188679,0.6617984962175132,78,iemocap
fold2,0.5486875529212532,0.44940902025206897,78,msp-improv
fold3,0.554628857381151,0.47827902023397745,96,iemocap_msp-improv
fold3,0.5789473684210527,0.5061630968819242,96,iemocap
fold3,0.527972027972028,0.419345650567017,96,msp-improv
fold4,0.554945054945055,0.47661989588636655,82,iemocap_msp-improv
fold4,0.5411985018726592,0.49516301068025204,82,iemocap
fold4,0.5629067245119306,0.46198347107438015,82,msp-improv
fold5,0.5385896724042198,0.43622183135767356,89,iemocap_msp-improv
fold5,0.6183310533515732,0.5339134125636672,89,iemocap
fold5,0.48411214953271026,0.377809196268389,89,msp-improv
average,0.5585204966950287,0.4704455073405053,89,iemocap_msp-improv
average,0.6033141150372452,0.5494496484745384,89,iemocap
average,0.5303644335025546,0.41730390330611933,89,msp-improv
