,acc,rec,epoch,dataset
fold1,0.6320058997050148,0.6285119094963483,87,iemocap_msp-improv
fold1,0.6986564299424184,0.7099990259391026,87,iemocap
fold1,0.5904191616766467,0.5624309229728925,87,msp-improv
fold2,0.6054938632378726,0.5609885412952502,68,iemocap_msp-improv
fold2,0.6811320754716981,0.7112651261084804,68,iemocap
fold2,0.5715495342929721,0.5115030970474623,68,msp-improv
fold3,0.5796497080900751,0.546108900834402,67,iemocap_msp-improv
fold3,0.6060606060606061,0.5669438111243127,67,iemocap
fold3,0.5506993006993007,0.5091518622596269,67,msp-improv
fold4,0.6339285714285714,0.6262217599029669,92,iemocap_msp-improv
fold4,0.6310861423220974,0.6495734682516291,92,iemocap
fold4,0.6355748373101953,0.6102934943844035,92,msp-improv
fold5,0.569683509161577,0.5374925921736815,93,iemocap_msp-improv
fold5,0.6046511627906976,0.6279521704536715,93,iemocap
fold5,0.5457943925233645,0.5031903804050396,93,msp-improv
average,0.6041523103246221,0.5798647407405297,93,iemocap_msp-improv
average,0.6443172833175035,0.6531467203754392,93,iemocap
average,0.5788074453004959,0.5393139514138849,93,msp-improv
