,acc,rec,epoch,dataset
fold1,0.7141463414634146,0.6918382243236852,48,crema-d
fold2,0.7365079365079366,0.7193250743453566,79,crema-d
fold3,0.7387096774193549,0.6904538042749134,95,crema-d
fold4,0.7094379639448568,0.5976713026148995,49,crema-d
fold5,0.724607329842932,0.7120154807841788,34,crema-d
average,0.7246818498356989,0.6822607772686067,34,crema-d
