,acc,uar,epoch,dataset
fold1,0.5149700598802395,0.4384783994004086,187,msp-improv
fold2,0.5410668924640135,0.46819475330224514,158,msp-improv
fold3,0.5052447552447552,0.42153425851514736,147,msp-improv
fold4,0.5488069414316703,0.49841597796143255,104,msp-improv
fold5,0.4700934579439252,0.4208500069010003,128,msp-improv
average,0.5160364213929207,0.44949467921604674,128,msp-improv
