,acc,rec,epoch,dataset
fold1,0.6895213454075032,0.6654484896351635,145,iemocap_crema-d
fold1,0.6525911708253359,0.6694948467921489,145,iemocap
fold1,0.7082926829268292,0.6445375018747054,145,crema-d
fold2,0.6827118644067797,0.6715835368477764,192,iemocap_crema-d
fold2,0.6433962264150943,0.6587422107532731,192,iemocap
fold2,0.7047619047619048,0.6445124863102667,192,crema-d
fold3,0.6409762363519589,0.6217453915009254,193,iemocap_crema-d
fold3,0.5358851674641149,0.5087448130189212,193,iemocap
fold3,0.7118279569892473,0.6362634515186958,193,crema-d
fold4,0.6486120514556534,0.6318293176972869,188,iemocap_crema-d
fold4,0.5842696629213483,0.5557923292118694,188,iemocap
fold4,0.6850477200424178,0.6529230149857552,188,crema-d
fold5,0.66073546856465,0.6561700084873556,121,iemocap_crema-d
fold5,0.6415868673050615,0.5964855096040652,121,iemocap
fold5,0.675392670157068,0.6441969984607744,121,crema-d
average,0.664511393237309,0.6493553488337016,121,iemocap_crema-d
average,0.611545818986191,0.5978519418760555,121,iemocap
average,0.6970645869754934,0.6444866906300395,121,crema-d
