,acc,rec,epoch,dataset
fold1,0.6505376344086021,0.5669138674255743,172,msp-improv_crema-d
fold1,0.6035928143712574,0.5215222832539422,172,msp-improv
fold1,0.688780487804878,0.5835879380484819,172,crema-d
fold2,0.6142991533396049,0.5476273864702783,171,msp-improv_crema-d
fold2,0.5605419136325148,0.47805442924593133,171,msp-improv
fold2,0.6814814814814815,0.6062632519802358,171,crema-d
fold3,0.6498002663115846,0.6153125441766458,184,msp-improv_crema-d
fold3,0.5646853146853147,0.5020181235044014,184,msp-improv
fold3,0.7021505376344086,0.6677222200469534,184,crema-d
fold4,0.6434316353887399,0.5986066960953165,142,msp-improv_crema-d
fold4,0.5954446854663774,0.5648230557321466,142,msp-improv
fold4,0.6903499469777307,0.613926458304007,142,crema-d
fold5,0.5841975308641976,0.5536535604494469,121,msp-improv_crema-d
fold5,0.4803738317757009,0.4273401239049537,121,msp-improv
fold5,0.7005235602094241,0.6507793540139412,121,crema-d
average,0.6284532440625459,0.5764228109234524,121,msp-improv_crema-d
average,0.560927711986233,0.498751603128275,121,msp-improv
average,0.6926572028215846,0.6244558444787238,121,crema-d
