,acc,rec,epoch,dataset
fold1,0.6874251497005988,0.652509227938838,64,msp-improv
fold2,0.6248941574936494,0.6109742851320601,41,msp-improv
fold3,0.6206293706293706,0.6009346200881321,36,msp-improv
