,acc,uar,attack_success_rate
fold1,0.8527777777777777,0.8421875,0.8527777777777779
fold2,0.7712328767123288,0.7656015037593985,0.7712328767123289
fold3,0.7246575342465753,0.7178195488721804,0.7246575342465753
fold4,0.7452054794520548,0.7431306306306307,0.7452054794520547
fold5,0.7684931506849315,0.7590120663650075,0.7684931506849315
average,0.7724733637747336,0.7655502499254434,0.7724733637747337
