,acc,uar
fold1,0.5105555555555555,0.5284670342794962
fold2,0.5644444444444444,0.5446175318535861
fold3,0.572,0.5711871187118712
fold4,0.5635,0.561669623230689
fold5,0.595,0.5861639932841533
average,0.5610999999999999,0.5584210602719591
