,acc,rec,epoch,dataset
fold1,0.6069321533923304,0.5976985260585619,181,iemocap_msp-improv
fold1,0.6717850287907869,0.6931038743430252,181,iemocap
fold1,0.5664670658682635,0.5191001625238241,181,msp-improv
fold2,0.5827001753360608,0.4871998185620009,93,iemocap_msp-improv
fold2,0.6641509433962264,0.610421447324842,93,iemocap
fold2,0.54614733276884,0.43199710173941286,93,msp-improv
fold3,0.5888240200166805,0.5343774578080855,124,iemocap_msp-improv
fold3,0.6172248803827751,0.5734301688734751,124,iemocap
fold3,0.5576923076923077,0.48067888688471394,124,msp-improv
fold4,0.5885989010989011,0.5459418110371688,166,iemocap_msp-improv
fold4,0.5674157303370787,0.5462791040377247,166,iemocap
fold4,0.6008676789587852,0.5460478915024369,166,msp-improv
fold5,0.5513603553581343,0.4777659648279383,71,iemocap_msp-improv
fold5,0.6101231190150479,0.5183563131865857,71,iemocap
fold5,0.5112149532710281,0.43961675412326956,71,msp-improv
average,0.5836831210404214,0.528596715658751,71,iemocap_msp-improv
average,0.6261399403843829,0.5883181815531306,71,iemocap
average,0.5564778677118449,0.48348815935473144,71,msp-improv
