,acc,rec,epoch,dataset
fold1,0.5916167664670658,0.5059568286600673,141,msp-improv
fold2,0.5656223539373413,0.5321248433204004,196,msp-improv
fold3,0.534965034965035,0.44228732938835297,82,msp-improv
fold4,0.5911062906724512,0.5611517270608178,185,msp-improv
fold5,0.5149532710280373,0.4238169003337128,67,msp-improv
average,0.5596527434139862,0.4930675257526703,67,msp-improv
