,acc,rec,epoch,dataset
fold1,0.6408602150537634,0.5504073580331081,153,msp-improv_crema-d
fold1,0.6,0.49442237280968276,153,msp-improv
fold1,0.6741463414634147,0.5784333248141438,153,crema-d
fold2,0.6048918156161807,0.5554319478291905,191,msp-improv_crema-d
fold2,0.5613886536833192,0.48698524375456564,191,msp-improv
fold2,0.6592592592592592,0.6106918824449171,191,crema-d
fold3,0.6318242343541944,0.6330004067054611,140,msp-improv_crema-d
fold3,0.5524475524475524,0.5169416930624241,140,msp-improv
fold3,0.6806451612903226,0.6973442715312343,140,crema-d
fold4,0.6134048257372654,0.6083297098840783,192,msp-improv_crema-d
fold4,0.5672451193058569,0.5571360457724094,192,msp-improv
fold4,0.6585365853658537,0.6418998548286853,192,crema-d
fold5,0.5575308641975308,0.4869004324058329,187,msp-improv_crema-d
fold5,0.4504672897196262,0.3787493369727063,187,msp-improv
fold5,0.6774869109947644,0.5757554777337315,187,crema-d
average,0.6097023909917869,0.5668139709715342,187,msp-improv_crema-d
average,0.546309723031271,0.48684693847435756,187,msp-improv
average,0.670014851674723,0.6208249622705424,187,crema-d
