,acc,rec,epoch,dataset
fold1,0.6641074856046065,0.7148041998504895,158,iemocap
fold2,0.6547169811320754,0.630221849591044,177,iemocap
fold3,0.5773524720893142,0.5070691906703917,24,iemocap
fold4,0.5711610486891385,0.564453251091182,106,iemocap
fold5,0.6046511627906976,0.5617190966203865,155,iemocap
average,0.6143978300611664,0.5956535175646988,155,iemocap
