,acc,uar
fold1,0.7255555555555555,0.7364999999999999
fold2,0.6733333333333333,0.6717500000000001
fold3,0.674,0.6739999999999999
fold4,0.667,0.667
fold5,0.801,0.8009999999999999
average,0.7081777777777779,0.7100500000000001
