,acc,uar
fold1,0.88625,0.8862055387846175
fold2,0.82625,0.8251176058452607
fold3,0.831875,0.832394916911046
fold4,0.82,0.8190604967948718
fold5,0.82,0.8199534026823929
average,0.836875,0.8365463922036378
