,acc,uar,epoch,dataset
fold1,0.6157817109144543,0.5873437663628738,127,iemocap_msp-improv
fold1,0.6621880998080614,0.6704437237264881,127,iemocap
fold1,0.5868263473053892,0.5172526489446516,127,msp-improv
fold2,0.5943892460549386,0.5113759533012284,72,iemocap_msp-improv
fold2,0.6924528301886792,0.6365661896792618,72,iemocap
fold2,0.550381033022862,0.4565737638829208,72,msp-improv
fold3,0.5763135946622185,0.5205735789773913,164,iemocap_msp-improv
fold3,0.5869218500797448,0.5514641291045389,164,iemocap
fold3,0.5646853146853147,0.47671364456279236,164,msp-improv
fold4,0.5961538461538461,0.5756676680866543,173,iemocap_msp-improv
fold4,0.6048689138576779,0.610773055169607,173,iemocap
fold4,0.5911062906724512,0.5557427421063784,173,msp-improv
fold5,0.5674625208217657,0.5328185727967717,155,iemocap_msp-improv
fold5,0.6333789329685362,0.5882331714415859,155,iemocap
fold5,0.5224299065420561,0.48712678448739916,155,msp-improv
average,0.5900201837214446,0.5455559079049839,155,iemocap_msp-improv
average,0.63596212538054,0.6114960538242964,155,iemocap
average,0.5630857784456147,0.49868191679682844,155,msp-improv
