,acc,uar,epoch,dataset
fold1,0.6650537634408602,0.6024215007138058,173,msp-improv_crema-d
fold1,0.6023952095808384,0.5400668307971679,173,msp-improv
fold1,0.7160975609756097,0.6388470368366596,173,crema-d
fold2,0.6138287864534336,0.5713828814708344,122,msp-improv_crema-d
fold2,0.5275190516511431,0.45865432997622874,122,msp-improv
fold2,0.7216931216931217,0.6766247318805514,122,crema-d
fold3,0.6711051930758988,0.6290548062688662,173,msp-improv_crema-d
fold3,0.5664335664335665,0.5093979740588204,173,msp-improv
fold3,0.7354838709677419,0.6793160342955491,173,crema-d
fold4,0.6675603217158177,0.6150646565122212,139,msp-improv_crema-d
fold4,0.5932754880694143,0.5553242212333122,139,msp-improv
fold4,0.7401908801696713,0.6526532232048289,139,crema-d
fold5,0.6251851851851852,0.5976145414903762,164,msp-improv_crema-d
fold5,0.497196261682243,0.46256438997426375,164,msp-improv
fold5,0.768586387434555,0.7141811881882341,164,crema-d
average,0.6485466499742392,0.6031076772912207,164,msp-improv_crema-d
average,0.5573639154834411,0.5052015492079585,164,msp-improv
average,0.7364103642481399,0.6723244428811646,164,crema-d
