,acc,uar,epoch,dataset
fold1,0.6875808538163001,0.6849808443727307,185,iemocap_crema-d
fold1,0.6142034548944337,0.657912067801045,185,iemocap
fold1,0.7248780487804878,0.678391407735561,185,crema-d
fold2,0.6888135593220339,0.6786112808552263,149,iemocap_crema-d
fold2,0.6226415094339622,0.6801381665961129,149,iemocap
fold2,0.725925925925926,0.669331426090943,149,crema-d
fold3,0.6730892742453436,0.6350507520291597,197,iemocap_crema-d
fold3,0.5311004784688995,0.5338666602442653,197,iemocap
fold3,0.7688172043010753,0.6578804401147177,197,crema-d
fold4,0.6777251184834123,0.6396290388295947,160,iemocap_crema-d
fold4,0.5692883895131086,0.5698050140578876,160,iemocap
fold4,0.7391304347826086,0.6567134830537359,160,crema-d
fold5,0.6903914590747331,0.6793556016151463,110,iemocap_crema-d
fold5,0.5950752393980848,0.5762367785119762,110,iemocap
fold5,0.7633507853403141,0.7043916543979071,110,crema-d
average,0.6835200529883645,0.6635255035403715,110,iemocap_crema-d
average,0.5864618143416978,0.6035917374422575,110,iemocap
average,0.7444204798260823,0.6733416822785729,110,crema-d
