,acc,uar,attack_success_rate
fold1,0.7444444444444445,0.76625,0.7444444444444445
fold2,0.7698630136986301,0.7771428571428571,0.7698630136986302
fold3,0.7698630136986301,0.7762406015037594,0.7698630136986302
fold4,0.7671232876712328,0.7698948948948949,0.7671232876712328
fold5,0.7246575342465753,0.7385369532428356,0.7246575342465753
average,0.7551902587519026,0.7656130613568694,0.7551902587519026
