,acc,uar,attack_success_rate
fold1,0.775,0.7878125,0.7749999999999999
fold2,0.8,0.8041729323308271,0.7999999999999999
fold3,0.8136986301369863,0.8171052631578948,0.8136986301369863
fold4,0.8013698630136986,0.8027027027027027,0.8013698630136986
fold5,0.7712328767123288,0.7792986425339367,0.7712328767123289
average,0.7922602739726028,0.7982184081450722,0.7922602739726027
