,acc,uar
fold1,0.5575,0.5617495980129011
fold2,0.550625,0.5502981324533113
fold3,0.49875,0.4981369294346394
fold4,0.501875,0.5045671040081192
fold5,0.56125,0.5611128125957086
average,0.534,0.5351729153009359
